Código	Descrição	Unidade	Preço
3607	JUNCAO FOFO 45º COM FLANGES, PN-10/16, DN = 100 X 100 MM	UN	429,38
10908	JUNCAO INVERTIDA PVC SOLD P/ ESG PREDIAL REDUCAO 100 X 50MM	UN	5,63
10909	JUNCAO INVERTIDA PVC SOLD P/ ESG PREDIAL REDUCAO 100 X 75MM	UN	9,28
3669	JUNCAO INVERTIDA PVC SOLD P/ ESG PREDIAL REDUCAO 75 X 50MM	UN	3,63
10911	JUNCAO INVERTIDA PVC SOLD P/ ESG PREDIAL 75MM	UN	12,57
10865	JUNCAO PVC PBA NBR 10251 P/ REDE AGUA BBB DN 50/DE 60 MM	UN	21,36
3666	JUNCAO PVC SOLD 45G P/ ESG PREDIAL DN 40MM	UN	1,28
3655	"JUNCAO PVC, 45 GRAUS, ROSCAVEL, 1 1/2"", PARA AGUA FRIA PREDIAL"	UN	24,38
3657	"JUNCAO PVC, 45 GRAUS, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL"	UN	17,95
3665	"JUNCAO PVC, 45 GRAUS, ROSCAVEL, 2"", AGUA FRIA PREDIAL"	UN	36,69
12625	JUNCAO PVC, 60 GRAUS, CIRCULAR,  DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PLUVIAL PREDIAL	UN	7,56
20136	JUNCAO SIMPLES PVC LEVE 150MM	UN	61,50
3670	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 100X100MM	UN	7,47
3659	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 100X50MM	UN	4,39
3660	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 100X75MM	UN	7,76
3662	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 50X50MM	UN	2,84
3661	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 75X50MM	UN	4,44
3658	JUNCAO SIMPLES PVC P/ ESG PREDIAL DN 75X75MM	UN	5,65
20144	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 100 X 100MM	UN	20,51
20143	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 100 X 75MM	UN	21,51
20145	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 150 X 100MM	UN	53,06
20146	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 150 X 150MM	UN	54,91
20140	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 40MM	UN	3,67
20141	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 50MM	UN	5,67
20142	JUNCAO SIMPLES PVC SERIE R P/ESG PREDIAL DN 75 X 75MM	UN	13,46
20138	JUNCAO SIMPLES REDUCAO PVC LEVE C/ BOLSA P/ ANEL 150 X 100MM	UN	23,68
20137	JUNCAO SIMPLES REDUCAO PVC LEVE C/ BOLSA P/ ANEL 150 X 75MM	UN	20,71
14157	JUNCAO 2 GARRAS PARA FITA PERFURADA	UN	1,50
3654	"JUNCAO 45G PVC C/ ROSCA 1/2"""	UN	3,15
3663	"JUNCAO 45G PVC C/ ROSCA 1"""	UN	3,94
3664	"JUNCAO 45G PVC C/ ROSCA 3/4"""	UN	3,65
3653	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	22,21
3649	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	44,03
3651	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 200 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	73,11
3650	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 250 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	213,08
3645	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 300 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	348,55
3646	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 350 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	512,46
3647	JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 400 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	695,73
39875	JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 35 MM	UN	265,04
39876	JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 42 MM	UN	331,83
39877	JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 54 MM	UN	460,24
39878	JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 66 MM	UN	607,90
39872	JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 15 MM	UN	181,76
39873	JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 22 MM	UN	210,83
39874	JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 28 MM	UN	231,57
3674	JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-12, ATE 5 MCA	M	112,06
3681	JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-22, ATE 30 MCA	M	166,72
3676	JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-35/10, ATE 100 MCA	M	627,44
3679	JUNTA DILATACAO ELASTICA PARA CONCRETO (FUGENBAND) O-35/6, ATE 100 MCA	M	519,09
3718	JUNTA GIBAULT FOFO DN    50	UN	128,88
3719	JUNTA GIBAULT FOFO DN    80	UN	133,27
3720	JUNTA GIBAULT FOFO DN 100	UN	135,52
3721	JUNTA GIBAULT FOFO DN 150	UN	233,39
3722	JUNTA GIBAULT FOFO DN 200	UN	391,53
3723	JUNTA GIBAULT FOFO DN 250	UN	414,12
3724	JUNTA GIBAULT FOFO DN 300	UN	557,50
3725	JUNTA GIBAULT FOFO DN 350	UN	813,15
3728	JUNTA GIBAULT FOFO DN 400	UN	911,02
3726	JUNTA GIBAULT FOFO DN 500	UN	1377,85
3727	JUNTA GIBAULT FOFO DN 600	UN	2093,13
11617	JUNTA LATAO P/ PISO H =15MM E=3MM	KG	5,63
3672	JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 10 X 4,5 MM (ALTURA X ESPESSURA)	M	1,77
3671	JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 17 X 3 MM (ALTURA X ESPESSURA)	M	1,67
3673	JUNTA PLASTICA DE DILATACAO PARA PISOS, COR CINZA, 27 X 3 MM (ALTURA X ESPESSURA)	M	2,62
3729	"KIT CAVALETE PVC COM REGISTRO 3/4"", COMPLETO"	UN	29,48
39398	KIT DE ACESSORIOS PARA BANHEIRO EM METAL CROMADO, 5 PECAS	UN	61,29
13343	KIT DE MATERIAIS PARA BRACADEIRA PARA FIXACAO EM POSTE CIRCULAR, CONTEM TRES FIXADORES E UM ROLO DE FITA DE 3 M EM ACO CARBONO	UN	17,92
2599	"KIT-EMENDA C1 1 1/4"" P/ DUTOS TIPO KANAFLEX"	UN	20,75
2600	"KIT-EMENDA C1 2"" P/ DUTOS TIPO KANAFLEX"	UN	25,84
2607	"KIT-EMENDA C1 3"" P/ DUTOS TIPO KANAFLEX"	UN	31,58
2601	"KIT-EMENDA C1 4"" P/ DUTOS TIPO KANAFLEX"	UN	40,75
2606	"KIT-EMENDA C1 5"" P/ DUTOS TP KANAFLEX"	UN	50,09
2602	"KIT-EMENDA C1 6"" P/ DUTOS TIPO KANAFLEX"	UN	60,55
2603	"KIT-EMENDA C2 2"" P/ DUTOS TIPO KANAFLEX"	UN	26,73
2605	"KIT-EMENDA C2 3"" P/ DUTOS TIPO KANAFLEX"	UN	31,30
2604	"KIT-EMENDA C2 4"" P/ DUTOS TIPO KANAFLEX"	UN	44,52
2598	"KIT-EMENDA C2 5"" P/ DUTOS TIPO KANAFLEX"	UN	51,89
2608	"KIT-EMENDA C2 6"" P/ DUTOS TIPO KANAFLEX"	UN	56,42
3731	LADRILHO HIDRAULICO, *20 x 20* CM, E= 2 CM, DADOS (36), COR NATURAL	M2	40,50
3733	LADRILHO HIDRAULICO, *20 x 20* CM, E= 2 CM, PADRAO COPACABANA, 2 CORES (PRETO E BRANCO)	M2	43,63
38137	LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, RAMPA, NATURAL	M2	40,74
38135	LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, TATIL ALERTA, AMARELO	M2	51,64
38136	LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, TATIL DIRECIONAL, AMARELO	M2	51,64
38138	LADRILHO HIDRAULICO, *30 X 30* CM, E= 2 CM, MILANO, NATURAL	M2	40,00
11644	LAJE CONCR ARMAD PREMOLD CIRCULAR P/ TRANSICAO POCO VISITA DN 1200MM,   C/ FURO DN 600 MM	UN	228,54
11645	LAJE CONCR ARMAD PREMOLD CIRCULAR P/ TRANSICAO POCO VISITA DN 900 MM,   C/ FURO DN 600 MM	UN	150,85
11646	LAJE CONCR ARMAD PREMOLD CIRCULAR P/TAMPA POCO VISITA DN 700 MM, ESP =10 CM	UN	64,45
11647	LAJE EXCENTRICA CONC ARM PRE-MOLDADO DN 1,00M FURO=0,53M E=12CM	UN	209,31
11648	LAJE EXCENTRICA CONC ARM PRE-MOLDADO DN 1,10M FURO=0,60M E=12CM	UN	211,20
11649	LAJE EXCENTRICA CONC ARM PRE-MOLDADO DN 1,20M FURO=0,53M E=12CM	UN	221,76
11650	LAJE EXCENTRICA CONC ARM PRE-MOLDADO DN 1,50M FURO=0,53M E=15CM	UN	252,68
13652	LAJE PRE MOLDADA TRELICADA P/ PISO , H=12CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 5,70M	M2	45,25
3736	LAJE PRE-MOLDADA (LAJOTAS + VIGOTAS) PARA FORRO CONVENCIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 4,00 M (SEM COLOCACAO)	M2	26,40
3741	LAJE PRE-MOLDADA DE FORRO CONVENCIONAL SOBRECARGA 100KG/M2 VAO ATE 4,50M	M2	30,17
3745	LAJE PRE-MOLDADA DE FORRO CONVENCIONAL SOBRECARGA 100KG/M2 VAO ATE 5,00M	M2	32,05
3742	LAJE PRE-MOLDADA DE FORRO TRELICADA SOBRECARGA 100KG/M2 VAO ATE 6,00M	M2	47,14
3743	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 200KG/M2 VAO ATE 3,50M	M2	28,28
3744	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 200KG/M2 VAO ATE 4,50M	M2	30,92
3739	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 200KG/M2 VAO ATE 5,00M	M2	33,94
3747	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 350KG/M2 VAO ATE 3,50M	M2	34,32
3737	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 350KG/M2 VAO ATE 4,50M	M2	35,82
3738	LAJE PRE-MOLDADA DE PISO CONVENCIONAL SOBRECARGA 350KG/M2 VAO ATE 5,00M	M2	37,33
3746	LAJE PRE-MOLDADA DE PISO TRELICADA C/ H=16CM P/ APOIO SIMPLES SOBRECARGA 200KG/M2 VAO LIVRE ATE 6,00M	M2	57,25
3748	LAJE PRE-MOLDADA DE PISO TRELICADA SOBRECARGA 100KG/M2 VAO ATE 7,00M	M2	56,57
3740	LAJE PRE-MOLDADA DE PISO TRELICADA SOBRECARGA 200KG/M2 VAO ATE 7,00M	M2	67,88
13650	LAJE TRELICADA P/ FORRO ,H=10CM P/ APOIO SIMPLES , VAO LIVRE DE 4,00M	M2	29,79
13651	LAJE TRELICADA P/ PISO , H=10CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 5,70M	M2	30,17
13423	LAJE TRELICADA P/ PISO , H=16CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 4,75M	M2	54,23
13424	LAJE TRELICADA P/ PISO , H=20CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 9,50M	M2	68,07
13425	LAJE TRELICADA P/ PISO , H=25CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 8,30M	M2	73,92
13426	LAJE TRELICADA P/ PISO , H=30CM , P/ APOIO SIMPLES , SOBRECARGA DE 200 KG/M2 , VAO LIVRE MAXIMO DE 12,65M	M2	84,48
13250	LAJOTA CERAMICA 20  X 30 CM PARA LAJE PRE-MOLDADA	UN	0,49
11641	LAJOTA CERAMICA 20 X 30 CM PARA LAJE PRE-MOLDADA	M2	8,24
21106	LAMBRIS DE ALUMINIO *0,6* KG/M	KG	26,43
3755	LAMPADA DE LUZ MISTA 160 W, BASE E27 (220 V)	UN	16,33
3750	LAMPADA DE LUZ MISTA 250 W, BASE E27 (220 V)	UN	21,96
3756	LAMPADA DE LUZ MISTA 500 W, BASE E40 (220 V)	UN	41,03
38191	LAMPADA FLUORESCENTE COMPACTA 2U BRANCA 15 W, BASE E27 (110/220 V)	UN	9,05
38780	LAMPADA FLUORESCENTE COMPACTA 3U BRANCA 20 W, BASE E27 (127/220 V)	UN	10,32
38781	LAMPADA FLUORESCENTE ESPIRAL BRANCA 45 W, BASE E27 (127/220 V)	UN	34,86
38192	LAMPADA FLUORESCENTE ESPIRAL BRANCA 65 W, BASE E27 (127/220 V)	UN	63,08
3754	LAMPADA FLUORESCENTE TUBULAR T10 DE 40 W, BIVOLT	UN	5,52
38782	LAMPADA FLUORESCENTE TUBULAR T5 DE 14 W, BIVOLT	UN	7,19
38779	LAMPADA FLUORESCENTE TUBULAR T8 DE 32/36 W, BIVOLT	UN	5,72
3753	LAMPADA FLUORESCENTE 20W	UN	4,79
39388	LAMPADA LED TIPO DICROICA BIVOLT, LUZ BRANCA, 5 W (BASE GU10)	UN	27,87
39387	LAMPADA LED TUBULAR BIVOLT 18/20 W, BASE G13	UN	47,01
39386	LAMPADA LED TUBULAR BIVOLT 9/10 W, BASE G13	UN	31,09
38194	LAMPADA LED 10 W BIVOLT BRANCA, FORMATO TRADICIONAL (BASE E27)	UN	26,50
38193	LAMPADA LED 6 W BIVOLT BRANCA, FORMATO TRADICIONAL (BASE E27)	UN	19,60
12216	LAMPADA VAPOR DE SODIO OVOIDE 150 W (BASE E40)	UN	31,55
3757	LAMPADA VAPOR DE SODIO OVOIDE 250 W (BASE E40)	UN	36,48
3758	LAMPADA VAPOR DE SODIO OVOIDE 400 W (BASE E40)	UN	42,53
12214	LAMPADA VAPOR MERCURIO 125 W (BASE E27)	UN	14,56
3749	LAMPADA VAPOR MERCURIO 250 W (BASE E40)	UN	25,96
3751	LAMPADA VAPOR MERCURIO 400 W (BASE E40)	UN	35,42
3752	LAMPADA VAPOR METALICO TUBULAR 400 W (BASE E40)	UN	58,44
14145	LATAO CHAPA LAMINADA 1.20X0.60M ESP=3.5MM	KG	42,92
14144	LATAO EM BARRA RETANGULAR	KG	33,31
746	LAVADORA DE ALTA PRESSAO (LAVA-JATO)) PARA AGUA FRIA, DE 1400 A 1900 LIBRAS, VAZAO DE 400 A 700 LITROS / HORA	UN	1514,12
36521	LAVATORIO DE CANTO LOUCA BRANCA SUSPENSO *40 X 30* CM	UN	98,98
36794	LAVATORIO LOUCA BRANCA COM COLUNA *44 X 35,5* CM	UN	100,90
10426	LAVATORIO LOUCA BRANCA COM COLUNA *54 X 44* CM	UN	145,32
10425	LAVATORIO LOUCA BRANCA SUSPENSO *40 X 30* CM	UN	64,08
10431	LAVATORIO LOUCA COR COM COLUNA *54 X 44* CM	UN	159,42
10429	LAVATORIO LOUCA COR SUSPENSO *40 X 30* CM	UN	76,43
20269	LAVATORIO/CUBA DE EMBUTIR OVAL LOUCA BRANCA SEM LADRAO *50 X 35* CM	UN	62,99
20270	LAVATORIO/CUBA DE EMBUTIR OVAL LOUCA COR SEM LADRAO *50 X 35* CM	UN	68,59
11696	LAVATORIO/CUBA DE SOBREPOR OVAL PEQUENA LOUCA BRANCA SEM LADRAO *31 X 44*	UN	100,21
10427	LAVATORIO/CUBA DE SOBREPOR RETANGULAR LOUCA BRANCA COM LADRAO *52 X 45* CM	UN	179,68
10428	LAVATORIO/CUBA DE SOBREPOR RETANGULAR LOUCA COR COM LADRAO *52 X 45* CM	UN	182,36
10853	LETRA ACO INOX (AISI 304), CHAPA NUM. 22, RECORTADO, H= 20 CM (SEM RELEVO)	UN	53,97
5093	LEVANTADOR LATAO FUNDIDO CROMADO PESO MINIMO 35G P/ JAN GUILHOTINA	PAR	22,87
37768	LIMPADORA A SUCCAO, TANQUE 12000 L, BASCULAMENTO HIDRAULICO, BOMBA 12 M3/MIN 95% VACUO (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)	UN	60000,00
37773	LIMPADORA DE SUCCAO TANQUE 7000 L, BOMBA 12 M3/MIN 95% VACUO (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)	UN	50950,11
37769	LIMPADORA DE SUCCAO, TANQUE 11000 L, BOMBA 340 M3/MIN (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)	UN	85296,91
37770	LIMPADORA DE SUCCAO, TANQUE 5500 L, BOMBA 60M3/MIN, VACUO 500 MBAR (INCLUI MONTAGEM, NAO INCLUI CAMINHAO)	UN	144762,46
6091	LIQUIDO P/ BRILHO BASE PVA (INTERIORES/EXTERIORES)	L	7,08
3768	LIXA EM FOLHA PARA FERRO, NUMERO 150	UN	2,53
3767	LIXA EM FOLHA PARA PAREDE OU MADEIRA, NUMERO 120 (COR VERMELHA)	UN	0,60
13192	LIXADEIRA ELETRICA ANGULAR PARA CONCRETO, POTENCIA 1.400 W, PRATO DIAMANTADO DE 5''	UN	4488,39
38413	"LIXADEIRA ELETRICA ANGULAR, PARA DISCO DE 7 "" (180 MM), POTENCIA DE 2.200 W, *5.000* RPM, 220 V"	UN	742,31
3290	"LIXADEIRA ELETRICA INDUSTRIAL P/ CORTE OU DESGASTE DIAM 7"" PORTATIL"	H	0,58
3777	LONA PLASTICA PRETA, E= 150 MICRA	M2	0,87
3779	LONA PLASTICA, PRETA, LARGURA  8 M, E= 150 MICRA	M	7,24
3798	LUMINARIA ABERTA P/ ILUMINACAO PUBLICA, TIPO X-57 PETERCO OU EQUIV	UN	37,36
3806	LUMINARIA AQUATIC PIAL REF. 60456 BRANCA	UN	129,41
3788	LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 1 LAMPADA FLUORESCENTE 20W (COMPLETA, INCL. REATOR PART RAPIDA E LAMPADA)	UN	40,23
3811	LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 2 LAMPADAS FLUORESCENTES 20W TIPO TMS 500 PHILIPS OU EQUIV (COMPLETA, INCL. REAT PART RAP+LAMP+SUP)	UN	64,85
3799	LUMINARIA CALHA SOBREPOR EM CHAPA ACO C/ 2 LAMPADAS FLUORESCENTES 40W (COMPLETA, INCL REATOR PART RAPIDA E LAMPADAS)	UN	68,23
12230	LUMINARIA CALHA SOBREPOR EM CHAPA ACO P/ 1 LAMPADA FLUORESCENTE 20W   (NAO INCLUI REATOR E LAMPADA)	UN	8,58
12231	LUMINARIA CALHA SOBREPOR EM CHAPA ACO P/ 1 LAMPADA FLUORESCENTE 40W   (NAO INCLUI REATOR E LAMP)	UN	12,25
12232	LUMINARIA CALHA SOBREPOR EM CHAPA ACO P/ 2 LAMPADAS FLUORESCENTES 2OW (NAO INCLUI REATOR E LAMPADAS)	UN	8,04
12239	LUMINARIA CALHA SOBREPOR EM CHAPA ACO P/ 2 LAMPADAS FLUORESCENTES 40W (NAO INCLUI REATOR E LAMP)	UN	15,63
12271	LUMINARIA DUPLA P/SINALIZACAO, TIPO WETZEL AS-2/110 OU EQUIV	UN	163,61
12245	LUMINARIA ESMALTADA COR ALUMINIO PETERCO Y.25/1	UN	70,97
3787	LUMINARIA FECHADA P/ ILUMINACAO PUBLICA, TIPO X-35 PETERCO OU EQUIV,  (COMPLETA, INCL. LAMPADA VAPOR MERCURIO 400W)	UN	296,38
3780	LUMINARIA PARA LAMPADA FLUORESCENTE COM CALHA DE SOBREPOR EM CHAPA DE ACO, INCLUINDO 1 LAMPADA DE 40 W E REATOR ELETRÔNICO DE PARTIDA RAPIDA	UN	46,00
12266	LUMINARIA PHILLIPS TIPO SPOT	UN	11,72
3803	LUMINARIA PLAFONIER SOBREPOR ARO/BASE METALICA C/ GLOBO ESFERICO VIDRO LEITOSO BOCA 10CM DIAM 20CM P/ 1 LAMP INCAND, INCL SOQUETE PORCELANA	UN	24,13
12267	LUMINARIA PROVA DE TEMPO PETERCO Y.31/1	UN	93,87
20165	LUVA CORRER PVC SERIE R P/ ESG PREDIAL 100MM	UN	9,31
20166	LUVA CORRER PVC SERIE R P/ ESG PREDIAL 150MM	UN	60,55
20164	LUVA CORRER PVC SERIE R P/ ESG PREDIAL 75MM	UN	7,25
21119	LUVA CPVC (AQUATHERM) SOLDAVEL 15MM	UN	1,00
36147	LUVA DE BORRACHA ISOLANTE PARA ALTA TENSAO, RESISTENTE A OZONIO, TENSAO DE ENSAIO 2,5 KV (PAR)	PAR	305,60
12731	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 104 MM	UN	151,26
12723	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM	UN	1,17
12724	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM	UN	2,25
12725	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM	UN	4,52
12726	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM	UN	9,98
12727	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM	UN	12,65
12728	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM	UN	20,67
12729	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM	UN	67,75
12730	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM	UN	103,73
3840	LUVA DE CORRER DEFOFO, PVC, JE, DN 100 MM	UN	15,17
3838	LUVA DE CORRER DEFOFO, PVC, JE, DN 150 MM	UN	36,15
3844	LUVA DE CORRER DEFOFO, PVC, JE, DN 200 MM	UN	102,25
3839	LUVA DE CORRER DEFOFO, PVC, JE, DN 250 MM	UN	125,54
3843	LUVA DE CORRER DEFOFO, PVC, JE, DN 300 MM	UN	214,11
3900	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 1 1/2"", PARA AGUA FRIA PREDIAL"	UN	17,85
3846	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 1/2"", PARA AGUA FRIA PREDIAL"	UN	5,56
3886	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 3/4"", PARA AGUA FRIA PREDIAL"	UN	7,82
3854	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 20 MM, PARA AGUA FRIA PREDIAL	UN	4,77
3873	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 25 MM, PARA AGUA FRIA PREDIAL	UN	6,73
38021	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 32 MM, PARA AGUA FRIA PREDIAL	UN	11,42
3847	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 50 MM, PARA AGUA FRIA PREDIAL	UN	15,35
38022	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 60 MM, PARA AGUA FRIA PREDIAL	UN	20,46
3833	LUVA DE CORRER PVC, JE, DN 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	6,86
3834	LUVA DE CORRER PVC, JE, DN 125 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	11,09
3835	LUVA DE CORRER PVC, JE, DN 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	15,39
3836	LUVA DE CORRER PVC, JE, DN 200 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	39,80
3830	LUVA DE CORRER PVC, JE, DN 250 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	65,53
3831	LUVA DE CORRER PVC, JE, DN 300 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	101,52
3841	LUVA DE CORRER PVC, JE, DN 350 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	198,37
3842	LUVA DE CORRER PVC, JE, DN 400 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	UN	268,26
3826	LUVA DE CORRER, PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351)	UN	22,68
3825	LUVA DE CORRER, PVC PBA, JE, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351)	UN	5,91
3827	LUVA DE CORRER, PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351)	UN	12,51
3893	LUVA DE CORRER, PVC, DN 100 MM, PARA ESGOTO PREDIAL	UN	8,58
3848	LUVA DE CORRER, PVC, DN 50 MM, PARA ESGOTO PREDIAL	UN	5,21
3895	LUVA DE CORRER, PVC, DN 75 MM, PARA ESGOTO PREDIAL	UN	5,58
12404	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"""	UN	5,62
3939	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"""	UN	11,43
3911	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"""	UN	8,49
3908	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"""	UN	2,79
3910	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"""	UN	6,00
3913	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"""	UN	32,94
3912	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"""	UN	17,20
3909	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"""	UN	4,07
3914	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"""	UN	48,60
3915	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"""	UN	71,96
3916	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5"""	UN	141,25
3917	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"""	UN	201,64
12407	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2"" X 1"""	UN	12,45
12408	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"" X 1/2"""	UN	7,69
12409	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"""	UN	7,69
12410	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"" X 1/2"""	UN	5,32
3936	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1 1/4"""	UN	11,24
3922	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1/2"""	UN	10,22
3924	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1"""	UN	11,39
