Código	Descrição	Unidade	Preço
91894	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CI RCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_ 12/2015"	UN	11,18
91896	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	13,66
91897	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PAR A CIRCUITOS TERMINAIS, INSTALADA EM FORRO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	17,66
91899	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA C IRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_ 12/2015"	UN	6,53
91900	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF _12/2015"	UN	9,03
91902	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA C IRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_ 12/2015"	UN	8,73
91904	"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF _12/2015"	UN	9,85
91905	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIR CUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_12 /2015"	UN	11,67
91906	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CI RCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_1 2/2015"	UN	12,42
91908	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. A F_12/2015"	UN	14,93
91909	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PAR A CIRCUITOS TERMINAIS, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	18,93
91911	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA C IRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. A F_12/2015"	UN	7,94
91912	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 20 MM (1/2""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	10,45
91914	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA C IRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. A F_12/2015"	UN	9,83
91916	"CURVA 180 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 25 MM (3/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	10,95
91917	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CIR CUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_ 12/2015"	UN	12,32
91918	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 32 MM (1""), PARA CI RCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF _12/2015"	UN	13,07
91920	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PARA CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	15,07
91921	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 40 MM (1 1/4""), PAR A CIRCUITOS TERMINAIS, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO . AF_12/2015"	UN	19,07
93013	"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2"") - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	10,67
93014	"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2"") - FORNECIMENTO E IN STALAÇÃO. AF_12/2015"	UN	14,70
93015	"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2"") - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	28,81
93016	"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3"") - FORNECIMENTO E IN STALAÇÃO. AF_12/2015"	UN	34,57
93017	"LUVA PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4"") - FORNECIMENTO E I NSTALAÇÃO. AF_12/2015"	UN	58,84
93018	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2"") - FOR NECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	16,23
93019	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 50 MM (1 1/2"") - FO RNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	20,93
93020	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2"") - FORNECI MENTO E INSTALAÇÃO. AF_12/2015"	UN	21,64
93021	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 60 MM (2"") - FORNEC IMENTO E INSTALAÇÃO. AF_12/2015"	UN	26,65
93022	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2"") - FOR NECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	39,41
93023	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 75 MM (2 1/2"") - FO RNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	32,21
93024	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3"") - FORNECI MENTO E INSTALAÇÃO. AF_12/2015"	UN	46,00
93025	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 85 MM (3"") - FORNEC IMENTO E INSTALAÇÃO. AF_12/2015"	UN	58,00
93026	"CURVA 90 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4"") - FORNEC IMENTO E INSTALAÇÃO. AF_12/2015"	UN	75,92
93027	"CURVA 135 GRAUS PARA ELETRODUTO, PVC, ROSCÁVEL, DN 110 MM (4"") - FORNE CIMENTO E INSTALAÇÃO. AF_12/2015"	UN	64,93
72249	CABO DE COBRE NU 6MM2 - FORNECIMENTO E INSTALACAO	M	5,64
72250	CABO DE COBRE NU 10MM2 - FORNECIMENTO E INSTALACAO	M	7,12
72251	CABO DE COBRE NU 16MM2 - FORNECIMENTO E INSTALACAO	M	10,46
72252	CABO DE COBRE NU 25MM2 - FORNECIMENTO E INSTALACAO	M	15,26
72253	CABO DE COBRE NU 35MM2 - FORNECIMENTO E INSTALACAO	M	20,34
72254	CABO DE COBRE NU 50MM2 - FORNECIMENTO E INSTALACAO	M	28,85
72255	CABO DE COBRE NU 70MM2 - FORNECIMENTO E INSTALACAO	M	37,79
72256	CABO DE COBRE NU 95MM2 - FORNECIMENTO E INSTALACAO	M	49,72
72257	CABO DE COBRE NU 120MM2 - FORNECIMENTO E INSTALACAO	M	64,79
84682	FIO DE COBRE NU 4 MM2 - FORNECIMENTO E INSTALACAO	M	1,83
91924	CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 450/750 V, PARA CI RCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	1,67
91925	CABO DE COBRE FLEXÍVEL ISOLADO, 1,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA C IRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	2,11
91926	CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 450/750 V, PARA CI RCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	3,35
91927	CABO DE COBRE FLEXÍVEL ISOLADO, 2,5 MM², ANTI-CHAMA 0,6/1,0 KV, PARA C IRCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	3,80
91928	CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 450/750 V, PARA CIRC UITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	5,14
91929	CABO DE COBRE FLEXÍVEL ISOLADO, 4 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIR CUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	6,26
91930	CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 450/750 V, PARA CIRC UITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	7,31
91931	CABO DE COBRE FLEXÍVEL ISOLADO, 6 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CIR CUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	8,05
91932	CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA CIR CUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	10,83
91933	CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CI RCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	11,50
91934	CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA CIR CUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	18,16
91935	CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA CI RCUITOS TERMINAIS - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	15,85
92979	CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	5,76
92980	CABO DE COBRE FLEXÍVEL ISOLADO, 10 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	6,34
92981	CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	11,36
92982	CABO DE COBRE FLEXÍVEL ISOLADO, 16 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	9,37
92983	CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	12,54
92984	CABO DE COBRE FLEXÍVEL ISOLADO, 25 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	14,28
92985	CABO DE COBRE FLEXÍVEL ISOLADO, 35 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	16,64
92986	CABO DE COBRE FLEXÍVEL ISOLADO, 35 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	18,83
92987	CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	22,55
92988	CABO DE COBRE FLEXÍVEL ISOLADO, 50 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	25,57
92989	CABO DE COBRE FLEXÍVEL ISOLADO, 70 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	32,89
92990	CABO DE COBRE FLEXÍVEL ISOLADO, 70 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	35,72
92991	CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 450/750 V, PARA DIS TRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	44,51
92992	CABO DE COBRE FLEXÍVEL ISOLADO, 95 MM², ANTI-CHAMA 0,6/1,0 KV, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	50,04
92993	CABO DE COBRE FLEXÍVEL ISOLADO, 120 MM², ANTI-CHAMA 450/750 V, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	55,80
92994	CABO DE COBRE FLEXÍVEL ISOLADO, 120 MM², ANTI-CHAMA 0,6/1,0 KV, PARA D ISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	58,63
92995	CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 450/750 V, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	68,16
92996	CABO DE COBRE FLEXÍVEL ISOLADO, 150 MM², ANTI-CHAMA 0,6/1,0 KV, PARA D ISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	74,78
92997	CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 450/750 V, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	85,77
92998	CABO DE COBRE FLEXÍVEL ISOLADO, 185 MM², ANTI-CHAMA 0,6/1,0 KV, PARA D ISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	92,39
92999	CABO DE COBRE FLEXÍVEL ISOLADO, 240 MM², ANTI-CHAMA 450/750 V, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	113,02
93000	CABO DE COBRE FLEXÍVEL ISOLADO, 240 MM², ANTI-CHAMA 0,6/1,0 KV, PARA D ISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	125,86
93001	CABO DE COBRE FLEXÍVEL ISOLADO, 300 MM², ANTI-CHAMA 450/750 V, PARA DI STRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	140,02
93002	CABO DE COBRE FLEXÍVEL ISOLADO, 300 MM², ANTI-CHAMA 0,6/1,0 KV, PARA D ISTRIBUIÇÃO - FORNECIMENTO E INSTALAÇÃO. AF_12/2015	M	152,80
73861/001	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO B - FORNECIMENTO E I NSTALACAO"	UN	9,67
73861/002	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""B"" - FORNECIMENTO E I NSTALACAO"	UN	10,71
73861/003	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""B"" - FORNECIMENTO E INS TALACAO"	UN	13,52
73861/004	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""C"" - FORNECIMENTO E I NSTALACAO"	UN	8,79
73861/005	"CONDULETE  3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""C"" - FORNECIMENTO E INSTALACAO"	UN	11,71
73861/006	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""C"" - FORNECIMENTO E INS TALACAO"	UN	14,74
73861/007	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""E"" - FORNECIMENTO E I NSTALACAO"	UN	8,91
73861/008	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""E"" - FORNECIMENTO E I NSTALACAO"	UN	9,87
73861/009	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""E"" - FORNECIMENTO E INS TALACAO"	UN	14,49
73861/010	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LB"" - FORNECIMENTO E INSTALACAO"	UN	9,27
73861/011	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LB"" - FORNECIMENTO E INSTALACAO"	UN	10,68
73861/012	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LB"" - FORNECIMENTO E IN STALACAO"	UN	15,16
73861/013	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LL"" - FORNECIMENTO E INSTALACAO"	UN	9,27
73861/014	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LL"" - FORNECIMENTO E INSTALACAO"	UN	10,68
73861/015	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""LL"" - FORNECIMENTO E IN STALACAO"	UN	15,16
73861/016	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""X"" - FORNECIMENTO E I NSTALACAO"	UN	12,68
73861/017	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""X"" - FORNECIMENTO E I NSTALACAO"	UN	14,74
73861/018	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""X"" - FORNECIMENTO E INS TALACAO"	UN	18,16
73861/019	"CONDULETE 1/2"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""T"" - FORNECIMENTO E I NSTALACAO"	UN	10,88
73861/020	"CONDULETE 3/4"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""T"" - FORNECIMENTO E I NSTALACAO"	UN	12,14
73861/021	"CONDULETE 1"" EM LIGA DE ALUMÍNIO FUNDIDO TIPO ""T"" - FORNECIMENTO E INS TALACAO"	UN	17,63
74043/001	CONDULETE PVC TIPO  B  3/4  SEM TAMPA, FORNECIMENTO E INSTALACAO	UN	18,15
74043/002	CONDULETE PVC TIPO  LL  3/4  SEM TAMPA, FORNECIMENTO E INSTALACAO	UN	15,19
74043/003	CONDULETE PVC TIPO TB 3/4 SEM TAMPA, FORNECIMENTO E INSTALACAO	UN	24,20
83443	CAIXA DE PASSAGEM 20X20X25 FUNDO BRITA COM TAMPA	UN	39,47
83446	CAIXA DE PASSAGEM 30X30X40 COM TAMPA E DRENO BRITA	UN	129,53
83447	CAIXA DE PASSAGEM 40X40X50 FUNDO BRITA COM TAMPA	UN	138,81
83448	CAIXA DE PASSGEM 50X50X60 FUNDO BRITA C/ TAMPA	UN	209,47
83449	CAIXA DE PASSAGEM 60X60X70 FUNDO BRITA COM TAMPA	UN	295,12
83450	CAIXA DE PASSAGEM 80X80X62 FUNDO BRITA COM TAMPA	UN	352,82
83451	"CONDULETE EM LIGA DE ALUMINIO TIPO ""LR"" 3/4"" - FORNECIMENTO E INSTALAC AO"	UN	14,16
83452	"CONDULETE EM LIGA DE ALUMINIO TIPO ""LR"" 1"" - FORNECIMENTO E INSTALACAO"	UN	17,20
83455	"CONDULETE PVC TIPO ""B"" 1/2"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	18,23
83456	"CONDULETE PVC TIPO ""LB"" 1/2"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	15,07
83457	"CONDULETE PVC TIPO ""LB"" 3/4"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	15,15
83458	"CONDULETE PVC TIPO ""LL"" 1/2"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	15,39
83460	"CONDULETE PVC TIPO ""TA"" 3/4"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	26,97
83461	"CONDULETE PVC TIPO ""TB"" 1/2"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	24,00
83462	"CONDULETE PVC TIPO ""XA"" 3/4"" SEM TAMPA - FORNECIMENTO E INSTALACAO"	UN	24,56
83471	"CONDULETE EM ALUMINIO FUNDIDO 2"" TIPO ""E"" - FORNECIMENTO E INSTALACAO"	UN	28,80
83472	"CONDULETE EM ALUMINIO FUNDIDO 3"" TIPO ""E"" - FORNECIMENTO E INSTALACAO"	UN	65,44
91936	"CAIXA OCTOGONAL 4"" X 4"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTA LAÇÃO. AF_12/2015"	UN	8,83
91937	"CAIXA OCTOGONAL 3"" X 3"", PVC, INSTALADA EM LAJE - FORNECIMENTO E INSTA LAÇÃO. AF_12/2015"	UN	9,87
91939	"CAIXA RETANGULAR 4"" X 2"" ALTA (2,00 M DO PISO), PVC, INSTALADA EM PARE DE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	17,80
91940	"CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAR EDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	9,77
91941	"CAIXA RETANGULAR 4"" X 2"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAR EDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	6,76
91942	"CAIXA RETANGULAR 4"" X 4"" ALTA (2,00 M DO PISO), PVC, INSTALADA EM PARE DE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	21,44
91943	"CAIXA RETANGULAR 4"" X 4"" MÉDIA (1,30 M DO PISO), PVC, INSTALADA EM PAR EDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	12,19
91944	"CAIXA RETANGULAR 4"" X 4"" BAIXA (0,30 M DO PISO), PVC, INSTALADA EM PAR EDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	8,74
92865	"CAIXA OCTOGONAL 4"" X 4"", METÁLICA, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	6,31
92866	"CAIXA SEXTAVADA 3"" X 3"", METÁLICA, INSTALADA EM LAJE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	5,96
92867	"CAIXA RETANGULAR 4"" X 2"" ALTA (2,00 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	16,77
92868	"CAIXA RETANGULAR 4"" X 2"" MÉDIA (1,30 M DO PISO), METÁLICA, INSTALADA E M PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	8,74
92869	"CAIXA RETANGULAR 4"" X 2"" BAIXA (0,30 M DO PISO), METÁLICA, INSTALADA E M PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	5,72
92870	"CAIXA RETANGULAR 4"" X 4"" ALTA (2,00 M DO PISO), METÁLICA, INSTALADA EM PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	19,87
92871	"CAIXA RETANGULAR 4"" X 4"" MÉDIA (1,30 M DO PISO), METÁLICA, INSTALADA E M PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	10,63
92872	"CAIXA RETANGULAR 4"" X 4"" BAIXA (0,30 M DO PISO), METÁLICA, INSTALADA E M PAREDE - FORNECIMENTO E INSTALAÇÃO. AF_12/2015"	UN	7,18
68066	CAIXA DE PROTECAO PARA MEDIDOR MONOFASICO, FORNECIMENTO E INSTALACAO	UN	103,16
72319	DISJUNTOR BAIXA TENSAO TRIPOLAR A SECO  800A/600V, INCLUSIVE ELETROTÉC NICO	UN	3315,30
72341	CONTATOR TRIPOLAR I NOMINAL 12A - FORNECIMENTO E INSTALACAO INCLUSIVE ELETROTÉCNICO	UN	297,68
72343	CONTATOR TRIPOLAR I NOMINAL 22A - FORNECIMENTO E INSTALACAO INCLUSIVE ELETROTÉCNICO	UN	357,11
72344	CONTATOR TRIPOLAR I NOMINAL 36A - FORNECIMENTO E INSTALACAO INCLUSIVE ELETROTÉCNICO	UN	633,96
72345	CONTATOR TRIPOLAR I NOMIMAL 94A - FORNECIMENTO E INSTALACAO INCLUSIVE ELETROTÉCNICO	UN	2085,03
74052/005	QUADRO DE MEDICAO GERAL EM CHAPA METALICA PARA EDIFICIOS COM 16 APTOS, INCLUSIVE DISJUNTORES E ATERRAMENTO	UN	1030,51
74130/001	DISJUNTOR TERMOMAGNETICO MONOPOLAR PADRAO NEMA (AMERICANO) 10 A 30A 24 0V, FORNECIMENTO E INSTALACAO	UN	9,87
74130/002	DISJUNTOR TERMOMAGNETICO MONOPOLAR PADRAO NEMA (AMERICANO) 35 A 50A 24 0V, FORNECIMENTO E INSTALACAO	UN	15,18
74130/003	DISJUNTOR TERMOMAGNETICO BIPOLAR PADRAO NEMA (AMERICANO) 10 A 50A 240V , FORNECIMENTO E INSTALACAO	UN	44,59
74130/004	DISJUNTOR TERMOMAGNETICO TRIPOLAR PADRAO NEMA (AMERICANO) 10 A 50A 240 V, FORNECIMENTO E INSTALACAO	UN	64,37
74130/005	DISJUNTOR TERMOMAGNETICO TRIPOLAR PADRAO NEMA (AMERICANO) 60 A 100A 24 0V, FORNECIMENTO E INSTALACAO	UN	85,86
74130/006	DISJUNTOR TERMOMAGNETICO TRIPOLAR PADRAO NEMA (AMERICANO) 125 A 150A 2 40V, FORNECIMENTO E INSTALACAO	UN	243,40
74130/007	DISJUNTOR TERMOMAGNETICO TRIPOLAR EM CAIXA MOLDADA 250A 600V, FORNECIM ENTO E INSTALACAO	UN	629,28
74130/008	DISJUNTOR TERMOMAGNETICO TRIPOLAR EM CAIXA MOLDADA 300 A 400A 600V, FO RNECIMENTO E INSTALACAO	UN	859,99
74130/009	DISJUNTOR TERMOMAGNETICO TRIPOLAR EM CAIXA MOLDADA 500 A 600A 600V, FO RNECIMENTO E INSTALACAO	UN	1408,76
74130/010	DISJUNTOR TERMOMAGNETICO TRIPOLAR EM CAIXA MOLDADA 175 A 225A 240V, FO RNECIMENTO E INSTALACAO	UN	380,53
74131/001	QUADRO DE DISTRIBUICAO DE ENERGIA DE EMBUTIR, EM CHAPA METALICA, PARA 3 DISJUNTORES TERMOMAGNETICOS MONOPOLARES SEM BARRAMENTO FORNECIMENTO E INSTALACAO	UN	44,58
74131/004	QUADRO DE DISTRIBUICAO DE ENERGIA DE EMBUTIR, EM CHAPA METALICA, PARA 18 DISJUNTORES TERMOMAGNETICOS MONOPOLARES, COM BARRAMENTO TRIFASICO E NEUTRO, FORNECIMENTO E INSTALACAO	UN	314,85
